id_cadru,id_subgrupa,topic,id
813,2004,Fiziologie ,1576
263,2004,Fundamentele stiintifice ale jocului sportiv: Fotbal,1577
262,360,Fitness,1578
193,360,Teoria si practica in sporturi de apa: Inot,1579
263,360,Didactica specialitatii,1580
265,360,Teoria si practica in atletism,1581
223,360,"Teoria si practica in sporturi de combat: Judo, Arte martiale",1582
223,360,Tehnici de autoaparare,1583
262,1141,Fitness,1584
193,1141,Teoria si practica in sporturi de apa: Inot,1585
263,1141,Didactica specialitatii,1586
265,1141,Teoria si practica in atletism,1587
223,1141,"Teoria si practica in sporturi de combat: Judo, Arte martiale",1588
223,1141,Tehnici de autoaparare,1589
262,876,Fitness,1590
193,876,Teoria si practica in sporturi de apa: Inot,1591
263,876,Didactica specialitatii,1592
265,876,Teoria si practica in atletism,1593
223,876,"Teoria si practica in sporturi de combat: Judo, Arte martiale",1594
223,876,Tehnici de autoaparare,1595
262,2010,Fitness,1596
193,2010,Teoria si practica in sporturi de apa: Inot,1597
263,2010,Didactica specialitatii,1598
265,2010,Teoria si practica in atletism,1599
223,2010,"Teoria si practica in sporturi de combat: Judo, Arte martiale",1600
223,2010,Tehnici de autoaparare,1601
262,2347,Fitness,1602
193,2347,Teoria si practica in sporturi de apa: Inot,1603
263,2347,Didactica specialitatii,1604
265,2347,Teoria si practica in atletism,1605
223,2347,"Teoria si practica in sporturi de combat: Judo, Arte martiale",1606
223,2347,Tehnici de autoaparare,1607
259,364,Metodica predarii handbalului in scoala,1608
260,364,Utilizare softuri specializate in stiinta sportului si ed. fizice,1609
267,364,Metodica predarii baschetului in scoala,1610
265,364,Metodica predarii atletismului in scoala,1611
198,364,Metodica predarii gimnasticii in scoala,1612
207,364,Managementul clasei de elevi,1613
259,917,Metodica predarii handbalului in scoala,1614
260,917,Utilizare softuri specializate in stiinta sportului si ed. fizice,1615
267,917,Metodica predarii baschetului in scoala,1616
265,917,Metodica predarii atletismului in scoala,1617
198,917,Metodica predarii gimnasticii in scoala,1618
207,917,Managementul clasei de elevi,1619
259,366,Metodica predarii handbalului in scoala,1620
260,366,Utilizare softuri specializate in stiinta sportului si ed. fizice,1621
267,366,Metodica predarii baschetului in scoala,1622
265,366,Metodica predarii atletismului in scoala,1623
198,366,Metodica predarii gimnasticii in scoala,1624
207,366,Managementul clasei de elevi,1625
259,1260,Metodica predarii handbalului in scoala,1626
260,1260,Utilizare softuri specializate in stiinta sportului si ed. fizice,1627
267,1260,Metodica predarii baschetului in scoala,1628
265,1260,Metodica predarii atletismului in scoala,1629
198,1260,Metodica predarii gimnasticii in scoala,1630
207,1260,Managementul clasei de elevi,1631
262,527,Activităţi de loisir,1632
265,527,Metodica Inotului,1633
263,527,Tehnici de măsurare şi evaluare,1634
260,527,Echipmente si instalatii pentru activitati motrice de timp liber,1635
260,527,Amenajarea bazelor sportive si de agrement,1636
265,527,Metodica atletismului în liceu,1637
422,527,Proiectarea şi managementul programelor educaţionale,1638
183,527,"Didactica domeniului şi dezvoltării în didactica
specialităţii",1639
262,2005,Activităţi de loisir,1640
265,2005,Metodica Inotului,1641
263,2005,Tehnici de măsurare şi evaluare,1642
260,2005,Echipmente si instalatii pentru activitati motrice de timp liber,1643
260,2005,Amenajarea bazelor sportive si de agrement,1644
265,2005,Metodica atletismului în liceu,1645
422,2005,Proiectarea şi managementul programelor educaţionale,1646
183,2005,"Didactica domeniului şi dezvoltării în didactica
specialităţii",1647
267,596,Metodica voleiului in liceu,1648
223,596,Metodica sporturilor de combat ,1649
267,1232,Metodica voleiului in liceu,1650
223,1232,Metodica sporturilor de combat ,1651
327,1009,Limba engleză contemporană,1652
96,1009,Literatură engleză,1653
325,1009,Teoria literaturii,1654
323,1009,Literatură germană,1655
328,1009,Limba germană contemporană,1656
137,1044,Frazeologia limbii engleze,1657
322,1044,Literatură engleză,1658
321,1044,Limba engleză contemporană,1659
96,1044,Text si Interpretare,1660
328,1044,Didactica specializării,1661
323,1044,Limba germană contemporană,1662
323,1044,Literatură germană,1663
323,1044,Curs opţional germană Frazeologie contrastivă,1664
328,1044,Goethe. Viata si opera,1665
321,1044,Didactica specializării,1666
326,2025,Limba engleză contemporană,1667
326,2025,Traducere şi discurs,1668
325,2025,Literatura american. Modernism și Postmodernism,1669
316,2025,Gotic,1670
1769,2025,Literatură germană,1671
328,2025,Limba germană contemporană,1672
328,2025,Probleme de sintaxa a limbii germane,1673
1769,2025,Curs optional germana Literatura exilului,1674
353,675,Management,1675
171,675,Marketing,1676
526,675,Contabilitate,1677
392,675,Studiu comparat al resurselor,1678
533,675,Informatică,1679
342,675,Macroeconomie,1680
353,745,Management,1681
171,745,Marketing,1682
526,745,Contabilitate,1683
392,745,Studiu comparat al resurselor,1684
533,745,Informatică,1685
342,745,Macroeconomie,1686
353,2307,Management,1687
171,2307,Marketing,1688
526,2307,Contabilitate,1689
392,2307,Studiu comparat al resurselor,1690
533,2307,Informatică,1691
342,2307,Macroeconomie,1692
353,2308,Management,1693
171,2308,Marketing,1694
526,2308,Contabilitate,1695
392,2308,Studiu comparat al resurselor,1696
533,2308,Informatică,1697
342,2308,Macroeconomie,1698
531,847,Economie si politici internationale,1699
171,847,Tehnici promoţionale,1700
384,847,Doctrine economice contemporane,1701
810,847,Multimedia,1702
173,847,Managementul resurselor umane,1703
453,847,Principiile comunicarii economice,1704
206,847,Didactica specialităţii,1705
531,1211,Economie si politici internationale,1706
171,1211,Tehnici promoţionale,1707
384,1211,Doctrine economice contemporane,1708
810,1211,Multimedia,1709
173,1211,Managementul resurselor umane,1710
453,1211,Principiile comunicarii economice,1711
206,1211,Didactica specialităţii,1712
397,774,Strategii investiţionale în afacei,1713
379,774,Comunicare corporativa,1714
581,774,Comunicare si relatii publice,1715
581,774,Gestiunea crizelor,1716
810,774,Comerţ electronic,1717
392,774,Macroeconomie intermediara,1718
386,774,Monedă,1719
397,2354,Strategii investiţionale în afacei,1720
379,2354,Comunicare corporativa,1721
581,2354,Comunicare si relatii publice,1722
581,2354,Gestiunea crizelor,1723
810,2354,Comerţ electronic,1724
392,2354,Macroeconomie intermediara,1725
386,2354,Monedă,1726
397,2355,Strategii investiţionale în afacei,1727
379,2355,Comunicare corporativa,1728
581,2355,Comunicare si relatii publice,1729
581,2355,Gestiunea crizelor,1730
810,2355,Comerţ electronic,1731
392,2355,Macroeconomie intermediara,1732
386,2355,Monedă,1733
206,2355,Managementul clasei de elevi,1734
397,2135,Strategii investiţionale în afacei,1735
379,2135,Comunicare corporativa,1736
581,2135,Comunicare si relatii publice,1737
581,2135,Gestiunea crizelor,1738
810,2135,Comerţ electronic,1739
392,2135,Macroeconomie intermediara,1740
386,2135,Monedă,1741
206,2135,Managementul clasei de elevi,1742
287,2019,Literatura italiană,1743
327,2019,Limba engleză contemporană,1744
96,2019,Literatură engleză,1745
325,2019,Teoria literaturii,1746
294,2019,Limba italiană contemporană,1747
137,2071,Frazeologia limbii engleze,1748
293,2071,Curs facultativ DPPD Didactica limbilor străine,1749
322,2071,Literatură engleză,1750
321,2071,Limba engleză contemporană,1751
96,2071,Text si Interpretare,1752
294,2071,Literatura italiană,1753
297,2071,Limba italiană contemporană,1754
297,2071,Curs opţional italiană Traduceri,1755
321,2071,Didactica specializării,1756
326,629,Limba engleză contemporană,1757
326,629,Traducere şi discurs,1758
325,629,Literatura american. Modernism și Postmodernism,1759
316,629,Gotic,1760
294,629,Literatură şi film,1761
294,629,Literatura italiană,1762
297,629,Redactare și traduceri specializate,1763
297,629,Limba italiană contemporană,1764
112,57,Mecanica si rezistenta materialelor,1765
409,57,Chimie,1766
1004,57,Matematici speciale,1767
552,57,Informatica aplicata,1768
783,57,Fizică II,1769
33,57,Bazele electrotehnicii I,1770
149,57,Pedagogie I,1771
112,2170,Mecanica si rezistenta materialelor,1772
409,2170,Chimie,1773
1004,2170,Matematici speciale,1774
552,2170,Informatica aplicata,1775
783,2170,Fizică II,1776
33,2170,Bazele electrotehnicii I,1777
149,2170,Pedagogie I,1778
135,63,Electronica2,1779
956,63,Metode numerice,1780
103,63,Termotehnica,1781
112,63,Masini hidraulice,1782
36,63,Măsurări electrice şi electronice,1783
42,63,Maşini şi acţionări electrice 1,1784
30,68,Transportul şi distribuţia energiei electrice,1785
205,68,Fiabilitate,1786
35,68,Echipamente electrice II,1787
205,68,Producerea energiei electrice şi termice,1788
202,68,Teoria reglării automate,1789
31,68,Energia şi mediul,1790
43,68,Mașini  și acționări electrice 3,1791
283,624,Limba română contemporană,1792
291,624,Literatură română,1793
293,624,Istoria limbii romane,1794
327,624,Limba engleză contemporană,1795
96,624,Literatură engleză,1796
325,624,Teoria literaturii,1797
283,1145,Limba română contemporană,1798
291,1145,Literatură română,1799
293,1145,Istoria limbii romane,1800
327,1145,Limba engleză contemporană,1801
96,1145,Literatură engleză,1802
325,1145,Teoria literaturii,1803
281,625,Limba română contemporană,1804
137,625,Frazeologia limbii engleze,1805
1083,625,Literatură română,1806
322,625,Literatură engleză,1807
321,625,Limba engleză contemporană,1808
96,625,Text si Interpretare,1809
321,625,Didactica specializării,1810
281,1193,Limba română contemporană,1811
137,1193,Frazeologia limbii engleze,1812
1083,1193,Literatură română,1813
322,1193,Literatură engleză,1814
321,1193,Limba engleză contemporană,1815
96,1193,Text si Interpretare,1816
321,1193,Didactica specializării,1817
815,623,Limba română contemporană,1818
1083,623,Curs opţional română Dramaturgia românească a sec. XX,1819
288,623,Literatura actuala,1820
326,623,Limba engleză contemporană,1821
326,623,Traducere şi discurs,1822
325,623,Literatura american. Modernism și Postmodernism,1823
316,623,Gotic,1824
288,623,Literatură română,1825
815,2293,Limba română contemporană,1826
1083,2293,Curs opţional română Dramaturgia românească a sec. XX,1827
288,2293,Literatura actuala,1828
326,2293,Limba engleză contemporană,1829
326,2293,Traducere şi discurs,1830
325,2293,Literatura american. Modernism și Postmodernism,1831
316,2293,Gotic,1832
288,2293,Literatură română,1833
327,2018,Limba engleză contemporană,1834
96,2018,Literatură engleză,1835
325,2018,Teoria literaturii,1836
606,2018,Literatură spaniolă,1837
1816,2018,Limba spaniolă contemporană,1838
137,2070,Frazeologia limbii engleze,1839
293,2070,Curs facultativ DPPD Didactica limbilor străine,1840
322,2070,Literatură engleză,1841
321,2070,Limba engleză contemporană,1842
96,2070,Text si Interpretare,1843
606,2070,Literatură spaniolă,1844
606,2070,Curs opțional spaniolă Analiza textului,1845
1816,2070,Limba spaniolă contemporană,1846
321,2070,Didactica specializării,1847
606,2070,CO Frazeologia limbii spaniole,1848
326,1147,Limba engleză contemporană,1849
326,1147,Traducere şi discurs,1850
325,1147,Literatura american. Modernism și Postmodernism,1851
316,1147,Gotic,1852
606,1147,Curs opțional spaniolă Războiul Civil în lit. spaniolă postbelic,1853
606,1147,Literatură spaniolă,1854
1816,1147,Limba spaniolă contemporană,1855
942,1147,Curs opțional spaniolă Traducerea textului literar,1856
118,2259,"Algebra liniara, geometrie analitica si diferentiala",1857
111,2259,Desen tehnic și infografică 1,1858
104,2259,Metode numerice,1859
1693,2259,Tehnologia materialelor 1,1860
124,2259,Mecanica,1861
552,2259,Informatica aplicata,1862
149,2259,Pedagogie I,1863
118,2015,"Algebra liniara, geometrie analitica si diferentiala",1864
111,2015,Desen tehnic și infografică 1,1865
104,2015,Metode numerice,1866
1693,2015,Tehnologia materialelor 1,1867
124,2015,Mecanica,1868
552,2015,Informatica aplicata,1869
149,2015,Pedagogie I,1870
106,2083,Rezistenţa materialelor2,1871
344,2083,Metoda elementului finit,1872
103,2083,Termotehnica,1873
1535,2083,Electronica aplicata 1,1874
42,2083,Electrotehnică și mașini electrice 2,1875
963,2083,Bazele ingineriei autovehiculelor,1876
138,2172,Microprocesoare si microcontrolere pentru sisteme de comanda p. auto.,1877
1082,2172,Echipament electric 2,1878
256,2172,Acționări hidraulice și pneumatice 2,1879
1535,2172,Electronică aplicată 3,1880
34,2172,Software pentru ingineria autovehiculelor 1,1881
124,2172,Dinamica autovehiculelor 2,1882
205,2262,Fiabilitatea autovehiculelor,1883
1530,2262,Sisteme telematice pentru transporturi rutiere,1884
1693,2262,Tehnici si echipamente de diagnosticare a autovehiculelor ,1885
42,2262,Tractiune electrica si hibrida 2,1886
542,2262,Management,1887
1661,2262,Software pentru ingineria autovehiculelor 2,1888
1004,2013,Matematici speciale,1889
956,2013,Metode numerice,1890
1604,2013,Anatomie topografică și funcțională,1891
33,2013,Electrotehnica1,1892
410,2013,Fizica,1893
808,2013,Informatica aplicata,1894
149,2013,Pedagogie I,1895
1004,2335,Matematici speciale,1896
956,2335,Metode numerice,1897
1604,2335,Anatomie topografică și funcțională,1898
33,2335,Electrotehnica1,1899
410,2335,Fizica,1900
808,2335,Informatica aplicata,1901
135,2082,Electronica2,1902
36,2082,Masurari si instrumentatie,1903
971,2082,Aparate pentru testari de laborator,1904
1067,2082,Biomateriale,1905
971,2082,Fiziologie si patologie,1906
1561,2171,Bloc operator,1907
946,2171,Instrumentar medical,1908
1847,2171,Bazele Medicinei Dentare,1909
1561,2171,Echipamente pentru diagnostic,1910
16,2171,Compatibilitate Electromagnetica in Sisteme Medicale,1911
628,2171,Sisteme Biomedicale Inteligente,1912
1561,2261,Bloc operator,1913
34,2261,Instrumentatie virtuala pentru medicina,1914
946,2261,Sisteme de imagistica medicala,1915
1523,2261,Neurostiinte,1916
1561,2261,Etica si Deontologie in Inginerie medicala,1917
1004,31,Matematici speciale,1918
956,31,Metode numerice,1919
33,31,Bazele electrotehnicii I,1920
808,31,Informatica aplicata,1921
410,31,Fizică I,1922
12,31,Dispozitive electronice,1923
1004,32,Matematici speciale,1924
956,32,Metode numerice,1925
33,32,Bazele electrotehnicii I,1926
808,32,Informatica aplicata,1927
410,32,Fizică I,1928
12,32,Dispozitive electronice,1929
1004,2183,Matematici speciale,1930
956,2183,Metode numerice,1931
33,2183,Bazele electrotehnicii I,1932
808,2183,Informatica aplicata,1933
410,2183,Fizică I,1934
12,2183,Dispozitive electronice,1935
13,41,Circuite Integrate Digitale 2,1936
11,41,Circuite integrate analogice,1937
14,41,Semnale şi sisteme II,1938
36,41,Măsurări în electronică şi telecomunicaţii,1939
877,41,Programarea calculatoarelor şi limbaje de programare II,1940
13,2256,Circuite Integrate Digitale 2,1941
11,2256,Circuite integrate analogice,1942
14,2256,Semnale şi sisteme II,1943
36,2256,Măsurări în electronică şi telecomunicaţii,1944
877,2256,Programarea calculatoarelor şi limbaje de programare II,1945
523,429,Bazele contabilităţii,1946
386,429,Finanţe,1947
532,429,Etică în afaceri,1948
171,429,Marketing,1949
988,429,Management,1950
386,429,Monedă,1951
207,429,Pedagogie I,1952
523,710,Bazele contabilităţii,1953
386,710,Finanţe,1954
532,710,Etică în afaceri,1955
171,710,Marketing,1956
988,710,Management,1957
386,710,Monedă,1958
207,710,Pedagogie I,1959
523,430,Bazele contabilităţii,1960
386,430,Finanţe,1961
532,430,Etică în afaceri,1962
171,430,Marketing,1963
988,430,Management,1964
386,430,Monedă,1965
207,430,Pedagogie I,1966
523,1126,Bazele contabilităţii,1967
386,1126,Finanţe,1968
532,1126,Etică în afaceri,1969
171,1126,Marketing,1970
988,1126,Management,1971
386,1126,Monedă,1972
207,1126,Pedagogie I,1973
523,1254,Bazele contabilităţii,1974
386,1254,Finanţe,1975
532,1254,Etică în afaceri,1976
171,1254,Marketing,1977
988,1254,Management,1978
386,1254,Monedă,1979
207,1254,Pedagogie I,1980
523,1255,Bazele contabilităţii,1981
386,1255,Finanţe,1982
532,1255,Etică în afaceri,1983
171,1255,Marketing,1984
988,1255,Management,1985
386,1255,Monedă,1986
207,1255,Pedagogie I,1987
640,433,Econometrie,1988
355,433,Finanţe publice,1989
539,433,Contabilitate bancară,1990
540,433,Finante corporative,1991
355,433,Finante personale,1992
380,433,Contabilitate managerială,1993
206,433,Didactica specialităţii,1994
640,1128,Econometrie,1995
355,1128,Finanţe publice,1996
539,1128,Contabilitate bancară,1997
540,1128,Finante corporative,1998
355,1128,Finante personale,1999
380,1128,Contabilitate managerială,2000
206,1128,Didactica specialităţii,2001
640,434,Econometrie,2002
355,434,Finanţe publice,2003
539,434,Contabilitate bancară,2004
540,434,Finante corporative,2005
355,434,Finante personale,2006
380,434,Contabilitate managerială,2007
206,434,Didactica specialităţii,2008
640,1129,Econometrie,2009
355,1129,Finanţe publice,2010
539,1129,Contabilitate bancară,2011
540,1129,Finante corporative,2012
355,1129,Finante personale,2013
380,1129,Contabilitate managerială,2014
206,1129,Didactica specialităţii,2015
640,2301,Econometrie,2016
355,2301,Finanţe publice,2017
539,2301,Contabilitate bancară,2018
540,2301,Finante corporative,2019
355,2301,Finante personale,2020
380,2301,Contabilitate managerială,2021
206,2301,Didactica specialităţii,2022
640,2302,Econometrie,2023
355,2302,Finanţe publice,2024
539,2302,Contabilitate bancară,2025
540,2302,Finante corporative,2026
355,2302,Finante personale,2027
380,2302,Contabilitate managerială,2028
206,2302,Didactica specialităţii,2029
539,437,Gestiune bancară,2030
523,437,Fiscalitate,2031
271,437,Evaluarea întreprinderii,2032
537,437,Comunicare si raportare financiara,2033
387,437,Controlling,2034
429,437,Institutii financiar bancare internationale,2035
1032,437,Audit financiar,2036
206,437,Managementul clasei de elevi,2037
539,1130,Gestiune bancară,2038
523,1130,Fiscalitate,2039
271,1130,Evaluarea întreprinderii,2040
537,1130,Comunicare si raportare financiara,2041
387,1130,Controlling,2042
429,1130,Institutii financiar bancare internationale,2043
1032,1130,Audit financiar,2044
206,1130,Managementul clasei de elevi,2045
539,996,Gestiune bancară,2046
523,996,Fiscalitate,2047
271,996,Evaluarea întreprinderii,2048
537,996,Comunicare si raportare financiara,2049
387,996,Controlling,2050
429,996,Institutii financiar bancare internationale,2051
1032,996,Audit financiar,2052
539,1131,Gestiune bancară,2053
523,1131,Fiscalitate,2054
271,1131,Evaluarea întreprinderii,2055
537,1131,Comunicare si raportare financiara,2056
387,1131,Controlling,2057
429,1131,Institutii financiar bancare internationale,2058
1032,1131,Audit financiar,2059
539,2358,Gestiune bancară,2060
523,2358,Fiscalitate,2061
271,2358,Evaluarea întreprinderii,2062
537,2358,Comunicare si raportare financiara,2063
387,2358,Controlling,2064
429,2358,Institutii financiar bancare internationale,2065
1032,2358,Audit financiar,2066
206,2358,Managementul clasei de elevi,2067
539,2359,Gestiune bancară,2068
523,2359,Fiscalitate,2069
271,2359,Evaluarea întreprinderii,2070
537,2359,Comunicare si raportare financiara,2071
387,2359,Controlling,2072
429,2359,Institutii financiar bancare internationale,2073
1032,2359,Audit financiar,2074
206,2359,Managementul clasei de elevi,2075
327,618,Limba engleză contemporană,2076
248,618,Limba franceză contemporană,2077
96,618,Literatură engleză,2078
312,618,Literatură franceză,2079
984,618,Teoria literaturii,2080
137,619,Frazeologia limbii engleze,2081
308,619,Limba franceză contemporană,2082
248,619,Didactica specializării,2083
322,619,Literatură engleză,2084
321,619,Limba engleză contemporană,2085
96,619,Text si Interpretare,2086
310,619,Literatură autobiografică,2087
321,619,Didactica specializării,2088
308,619,Traducerea cărţilor pentru copii,2089
312,619,Literatură franceză,2090
248,617,Limba franceză contemporană,2091
326,617,Limba engleză contemporană,2092
326,617,Traducere şi discurs,2093
325,617,Literatura american. Modernism și Postmodernism,2094
316,617,Gotic,2095
311,617,Discurs imagine imaginar,2096
307,617,Literatură franceză,2097
248,621,Limba franceză contemporană,2098
312,621,Literatură franceză,2099
984,621,Teoria literaturii,2100
323,621,Literatură germană,2101
328,621,Limba germană contemporană,2102
308,2291,Limba franceză contemporană,2103
248,2291,Didactica specializării,2104
310,2291,Literatură autobiografică,2105
328,2291,Didactica specializării,2106
323,2291,Limba germană contemporană,2107
323,2291,Literatură germană,2108
323,2291,Curs opţional germană Frazeologie contrastivă,2109
328,2291,Goethe. Viata si opera,2110
308,2291,Traducerea cărţilor pentru copii,2111
312,2291,Literatură franceză,2112
248,620,Limba franceză contemporană,2113
311,620,Discurs imagine imaginar,2114
1769,620,Literatură germană,2115
328,620,Limba germană contemporană,2116
328,620,Probleme de sintaxa a limbii germane,2117
1769,620,Curs optional germana Literatura exilului,2118
307,620,Literatură franceză,2119
287,953,Literatura italiană,2120
248,953,Limba franceză contemporană,2121
312,953,Literatură franceză,2122
294,953,Limba italiană contemporană,2123
984,953,Teoria literaturii,2124
308,1011,Limba franceză contemporană,2125
248,1011,Didactica specializării,2126
293,1011,Curs facultativ DPPD Didactica limbilor străine,2127
310,1011,Literatură autobiografică,2128
294,1011,Literatura italiană,2129
297,1011,Limba italiană contemporană,2130
297,1011,Curs opţional italiană Traduceri,2131
308,1011,Traducerea cărţilor pentru copii,2132
312,1011,Literatură franceză,2133
248,952,Limba franceză contemporană,2134
312,952,Literatură franceză,2135
984,952,Teoria literaturii,2136
606,952,Literatură spaniolă,2137
1816,952,Limba spaniolă contemporană,2138
308,1010,Limba franceză contemporană,2139
248,1010,Didactica specializării,2140
293,1010,Curs facultativ DPPD Didactica limbilor străine,2141
310,1010,Literatură autobiografică,2142
606,1010,Literatură spaniolă,2143
606,1010,Curs opțional spaniolă Analiza textului,2144
1816,1010,Limba spaniolă contemporană,2145
606,1010,CO Frazeologia limbii spaniole,2146
308,1010,Traducerea cărţilor pentru copii,2147
312,1010,Literatură franceză,2148
248,1045,Limba franceză contemporană,2149
311,1045,Discurs imagine imaginar,2150
606,1045,Curs opțional spaniolă Războiul Civil în lit. spaniolă postbelic,2151
606,1045,Literatură spaniolă,2152
1816,1045,Limba spaniolă contemporană,2153
942,1045,Curs opțional spaniolă Traducerea textului literar,2154
307,1045,Literatură franceză,2155
243,238,Geografia Populatiei,2156
394,238,Geomorfologie,2157
166,238,Geografie economica mondiala,2158
149,238,Pedagogie I,2159
203,238,Biogeografie,2160
243,2050,Geografia Populatiei,2161
394,2050,Geomorfologie,2162
166,2050,Geografie economica mondiala,2163
149,2050,Pedagogie I,2164
203,2050,Biogeografie,2165
402,246,Geografia Europei,2166
243,246,Geografie Urbana si Rurala,2167
233,246,Geografia umana a Romaniei,2168
206,246,Didactica specialitatii,2169
244,246,Sisteme Informationale Geografice,2170
231,246,Geografia Fizica a Romaniei,2171
402,2053,Geografia Europei,2172
243,2053,Geografie Urbana si Rurala,2173
233,2053,Geografia umana a Romaniei,2174
206,2053,Didactica specialitatii,2175
244,2053,Sisteme Informationale Geografice,2176
231,2053,Geografia Fizica a Romaniei,2177
233,2052,Toponimie geografica si etnografie,2178
402,2052,Patrimoniul turistic al Romaniei,2179
239,2052,Geografia Cuaternarului,2180
828,2052,"Geografia hazardelor, riscurilor naturale si antropice",2181
244,2052,Geografia Regionala a Romaniei,2182
203,2052,Modificarile Globale ale Mediului,2183
207,2052,Managementul clasei de elevi,2184
233,242,Toponimie geografica si etnografie,2185
402,242,Patrimoniul turistic al Romaniei,2186
239,242,Geografia Cuaternarului,2187
828,242,"Geografia hazardelor, riscurilor naturale si antropice",2188
244,242,Geografia Regionala a Romaniei,2189
203,242,Modificarile Globale ale Mediului,2190
207,242,Managementul clasei de elevi,2191
243,234,Geografia Populatiei,2192
394,234,Geomorfologie,2193
166,234,Geografie economica mondiala,2194
149,234,Pedagogie I,2195
203,234,Biogeografie,2196
243,2049,Geografia Populatiei,2197
394,2049,Geomorfologie,2198
166,2049,Geografie economica mondiala,2199
149,2049,Pedagogie I,2200
203,2049,Biogeografie,2201
243,1055,Geografia Populatiei,2202
394,1055,Geomorfologie,2203
166,1055,Geografie economica mondiala,2204
149,1055,Pedagogie I,2205
203,1055,Biogeografie,2206
378,243,Economia turismului si organizarea intreprinderilor turistice,2207
402,243,Patrimoniul turistic al Romaniei,2208
243,243,Geografie Urbana si Rurala,2209
206,243,Didactica specialitatii,2210
244,243,GIS si Teledetectie,2211
231,243,Geografia Fizica a Romaniei,2212
378,2373,Economia turismului si organizarea intreprinderilor turistice,2213
402,2373,Patrimoniul turistic al Romaniei,2214
243,2373,Geografie Urbana si Rurala,2215
206,2373,Didactica specialitatii,2216
244,2373,GIS si Teledetectie,2217
231,2373,Geografia Fizica a Romaniei,2218
166,239,Turism international. Diferentieri regionale,2219
233,239,Geografia umana a Romaniei,2220
242,239,Geografia resurselor sanitare si turism de sanatate,2221
244,239,Geografia Regionala a Romaniei,2222
171,239,Management si Marketing turistic,2223
195,442,Economie 2,2224
541,442,Informatică,2225
541,442,Baze de date,2226
533,442,Bazele programarii calculatoarelor,2227
640,442,Analiza Matematica,2228
369,442,Dreptul afacerilor,2229
207,442,Pedagogie I,2230
195,743,Economie 2,2231
541,743,Informatică,2232
541,743,Baze de date,2233
533,743,Bazele programarii calculatoarelor,2234
640,743,Analiza Matematica,2235
369,743,Dreptul afacerilor,2236
207,743,Pedagogie I,2237
195,1119,Economie 2,2238
541,1119,Informatică,2239
541,1119,Baze de date,2240
533,1119,Bazele programarii calculatoarelor,2241
640,1119,Analiza Matematica,2242
369,1119,Dreptul afacerilor,2243
207,1119,Pedagogie I,2244
195,1120,Economie 2,2245
541,1120,Informatică,2246
541,1120,Baze de date,2247
533,1120,Bazele programarii calculatoarelor,2248
640,1120,Analiza Matematica,2249
369,1120,Dreptul afacerilor,2250
207,1120,Pedagogie I,2251
640,441,Econometrie,2252
533,441,Programare orientată obiect,2253
810,441,Medii de programare vizuala,2254
529,441,Probabilitati si statistica matematica,2255
640,441,Cercetari operationale,2256
640,742,Econometrie,2257
533,742,Programare orientată obiect,2258
810,742,Medii de programare vizuala,2259
529,742,Probabilitati si statistica matematica,2260
640,742,Cercetari operationale,2261
640,992,Econometrie,2262
533,992,Programare orientată obiect,2263
810,992,Medii de programare vizuala,2264
529,992,Probabilitati si statistica matematica,2265
640,992,Cercetari operationale,2266
206,992,Didactica specialităţii,2267
640,993,Econometrie,2268
533,993,Programare orientată obiect,2269
810,993,Medii de programare vizuala,2270
529,993,Probabilitati si statistica matematica,2271
640,993,Cercetari operationale,2272
206,993,Didactica specialităţii,2273
640,1207,Econometrie,2274
533,1207,Programare orientată obiect,2275
810,1207,Medii de programare vizuala,2276
529,1207,Probabilitati si statistica matematica,2277
640,1207,Cercetari operationale,2278
206,1207,Didactica specialităţii,2279
640,1208,Econometrie,2280
533,1208,Programare orientată obiect,2281
810,1208,Medii de programare vizuala,2282
529,1208,Probabilitati si statistica matematica,2283
640,1208,Cercetari operationale,2284
206,1208,Didactica specialităţii,2285
397,845,Strategii investiţionale în afacei,2286
377,845,Dispozitive si aplicatii mobile,2287
541,845,Proiectarea sistemelor informatice de gestiune,2288
384,845,Dezvoltare locală şi regională,2289
533,845,Securitatea sistemelor informatice,2290
581,845,Statistica macroeconomica,2291
810,845,Grafică şi programare pe Internet,2292
206,845,Managementul clasei de elevi,2293
397,846,Strategii investiţionale în afacei,2294
377,846,Dispozitive si aplicatii mobile,2295
541,846,Proiectarea sistemelor informatice de gestiune,2296
384,846,Dezvoltare locală şi regională,2297
533,846,Securitatea sistemelor informatice,2298
581,846,Statistica macroeconomica,2299
810,846,Grafică şi programare pe Internet,2300
206,846,Managementul clasei de elevi,2301
397,2299,Strategii investiţionale în afacei,2302
377,2299,Dispozitive si aplicatii mobile,2303
541,2299,Proiectarea sistemelor informatice de gestiune,2304
384,2299,Dezvoltare locală şi regională,2305
533,2299,Securitatea sistemelor informatice,2306
581,2299,Statistica macroeconomica,2307
810,2299,Grafică şi programare pe Internet,2308
206,2299,Managementul clasei de elevi,2309
397,2300,Strategii investiţionale în afacei,2310
377,2300,Dispozitive si aplicatii mobile,2311
541,2300,Proiectarea sistemelor informatice de gestiune,2312
384,2300,Dezvoltare locală şi regională,2313
533,2300,Securitatea sistemelor informatice,2314
581,2300,Statistica macroeconomica,2315
810,2300,Grafică şi programare pe Internet,2316
206,2300,Managementul clasei de elevi,2317
111,1080,Desen Tehnic și Infografică (1),2318
104,1080,Metode Numerice,2319
116,1080,Fizică,2320
